id,name,type,race,archetype,atk,def,level,cardmarket,tcgplayer,ebay,amazon,coolstuffinc
61231400,pyrotech mech - shiryu,Effect Monster,Pyro,0,2900,1800,8,0.06,0.06,1.09,0.25,0.25
55824220,pyroxene fusion,Trap Card,Normal,Gem-,0,0,0,0.3,0.58,0.99,2.14,0.49
24635329,qadshaddoll keios,Flip Effect Monster,Spellcaster,Shaddoll,900,100,2,0.15,0.08,0.99,0.49,0.39
86605515,qardan the great sage,Effect Monster,Fairy,0,1400,1000,4,0.0,0.0,4.5,0.0,0.0
20447641,qlife's end,Trap Card,Normal,Apoqliphort,0,0,0,0.2,0.19,1.0,0.85,0.39
4450854,qlimate change,Trap Card,Normal,Qli,0,0,0,0.08,0.19,0.99,0.99,0.25
91907707,qliphort carrier,Pendulum Effect Monster,Machine,Qli,2400,1000,6,2.25,1.27,0.01,3.07,1.99
87588741,qliphort cephalopod,Pendulum Effect Monster,Machine,Qli,2800,1000,7,0.51,0.95,1.99,1.01,0.99
64496451,qliphort disk,Pendulum Effect Monster,Machine,Qli,2800,1000,7,1.23,2.05,0.11,0.99,2.99
22423493,qliphort genius,Link Monster,Machine,Qli,1800,0,0,0.19,0.45,0.99,0.59,0.49
37991342,qliphort helix,Pendulum Effect Monster,Machine,Qli,2400,1000,6,1.11,2.35,0.01,6.75,2.99
51194046,qliphort monolith,Pendulum Normal Monster,Machine,Qli,2400,1000,5,0.18,0.37,11.95,0.65,0.99
65518099,qliphort scout,Pendulum Normal Monster,Machine,Qli,1000,2800,5,0.35,0.46,0.01,2.99,0.99
90885155,qliphort shell,Pendulum Effect Monster,Machine,Qli,2800,1000,8,0.15,0.47,1.69,0.99,0.79
13073850,qliphort stealth,Pendulum Effect Monster,Machine,Qli,2800,1000,8,1.35,2.64,2.99,3.75,2.99
30845999,qlipper launch,Trap Card,Normal,Qli,0,0,0,0.07,0.12,0.99,0.25,0.25
29296344,quadborrel dragon,Link Monster,Dragon,Borrel,1000,0,0,0.25,0.41,1.7,0.75,0.39
40838625,quaking mirror force,Trap Card,Normal,0,0,0,0,1.06,1.3,2.95,6.84,1.99
87772572,quantum cat,Trap Card,Continuous,0,0,0,0,0.05,0.1,0.99,1.0,0.25
90519313,quarantine,Spell Card,Continuous,0,0,0,0,0.02,0.11,1.99,0.5,0.49
96470883,queen angel of roses,Effect Monster,Plant,Angel,2400,1300,7,0.07,0.09,0.99,2.82,0.39
73081602,queen bird,Normal Monster,Winged Beast,0,1200,2000,5,0.03,0.12,1.45,0.2,0.25
90726340,queen dragun djinn,XYZ Monster,Dragon,Djinn,2200,1200,4,3.65,4.38,8.99,5.0,4.99
4179849,queen of autumn leaves,Normal Monster,Plant,0,1800,1500,5,66.97,22.02,16.2,0.2,19.99
501000003,queen of fate - eternia,Effect Monster,Fairy,0,2400,2000,8,0.0,0.0,0.0,1.25,0.0
45500495,queen of thorns,Synchro Monster,Plant,0,2200,1800,6,2.35,5.04,6.99,5.7,2.99
71411377,queen's bodyguard,Effect Monster,Warrior,Allure Queen,1700,1200,4,0.04,0.21,0.99,0.99,0.25
5901497,queen's double,Effect Monster,Warrior,0,350,300,1,0.34,0.81,0.99,4.36,0.39
25652259,queen's knight,Normal Monster,Warrior,Knight,1500,1600,4,0.05,0.05,4.95,1.08,0.25
58477767,queen's pawn,Trap Card,Normal,Amazoness,0,0,0,0.18,0.6,1.29,1.49,0.49
38723936,question,Spell Card,Normal,0,0,0,0,5.22,2.47,4.39,4.5,3.99
45869829,quick booster,Spell Card,Quick-Play,0,0,0,0,0.13,0.09,3.95,0.49,0.49
49479374,quick charger,Spell Card,Quick-Play,Batteryman,0,0,0,0.03,0.11,1.09,0.25,0.25
31443476,quick launch,Spell Card,Quick-Play,Rokket,0,0,0,3.8,4.02,8.94,3.11,3.99
11287364,quick-span knight,Tuner Monster,Machine,0,1000,800,3,0.09,0.16,1.95,0.25,0.25
20932152,quickdraw synchron,Tuner Monster,Machine,Synchron,700,1400,5,0.09,0.21,1.67,0.25,0.49
31980955,quiet life,Spell Card,Continuous,0,0,0,0,0.25,0.5,1.0,0.71,0.79
27980138,quill pen of gulldos,Spell Card,Normal,0,0,0,0,0.07,0.06,0.99,0.56,0.49
23571046,quillbolt hedgehog,Effect Monster,Machine,0,800,800,2,0.04,0.12,0.99,0.25,0.25
84433295,quintet magician,Fusion Monster,Spellcaster,0,4500,4500,12,0.22,0.95,2.4,5.76,1.99
37318031,r - righteous justice,Spell Card,Normal,Elemental HERO,0,0,0,0.07,0.07,0.99,1.06,0.39
73783043,r-genex accelerator,Effect Monster,Machine,Genex,1500,1900,4,0.15,0.2,0.99,0.25,0.25
65149697,r-genex crusher,Effect Monster,Machine,Genex,800,800,2,0.14,0.18,2.0,0.2,0.25
1533292,r-genex magma,Effect Monster,Pyro,Genex,1000,200,3,0.14,0.17,0.99,0.2,0.25
10178757,r-genex oracle,Tuner Monster,Spellcaster,Genex,300,300,1,0.14,0.2,0.99,0.2,0.25
32744558,r-genex overseer,Tuner Monster,Spellcaster,Genex,200,100,2,0.18,0.11,0.99,0.2,0.25
6256844,r-genex turbo,Effect Monster,Machine,Genex,1500,1300,4,0.09,0.2,1.09,0.79,0.25
46572756,r-genex ultimum,Effect Monster,Machine,Genex,1800,1400,4,0.32,0.14,0.99,0.25,0.25
74875003,ra's disciple,Effect Monster,Fairy,0,1100,600,4,0.07,0.05,0.99,0.25,0.39
30163008,"ra'ten, the heavenly general",Link Monster,Warrior,0,2200,0,0,0.11,0.09,0.99,27.45,0.49
94905343,rabid horseman,Fusion Monster,Beast-Warrior,0,2000,1700,6,0.02,0.13,2.99,1.01,0.25
95788410,rabidragon,Normal Monster,Dragon,0,2950,2900,8,0.06,0.12,6.95,0.2,0.25
28674153,radian token,Token,Fiend,Kaiju,2800,0,7,0.0,0.0,0.0,3.45,0.0
28674152,"radian, the multidimensional kaiju",Effect Monster,Fiend,Kaiju,2800,2500,7,0.24,0.17,3.5,0.4,0.49
84177693,radiant jeral,Effect Monster,Fairy,0,1000,2000,4,0.15,0.21,19.99,0.25,0.25
21481146,radiant mirror force,Trap Card,Normal,0,0,0,0,0.32,0.4,1.57,1.27,0.79
12624008,radiant spirit,Effect Monster,Reptile,0,2000,1500,7,0.05,0.13,0.99,0.25,0.25
70856343,radiant vouirescence,Effect Monster,Dragon,0,1600,800,4,0.03,0.05,1.09,44.99,0.49
6483224,"radius, the half-moon dragon",Effect Monster,Dragon,0,1400,1200,4,0.08,0.17,0.99,0.2,0.39
38916526,"rafale, champion fur hire",Effect Monster,Dragon,Fur Hire,2800,2200,8,0.16,1.49,3.99,1.49,1.99
31440542,rafflesia seduction,Flip Effect Monster,Plant,0,300,900,2,0.53,0.2,11.99,0.2,0.49
82685480,rage of kairyu-shin,Spell Card,Quick-Play,Umi,0,0,0,0.07,0.04,0.99,0.45,0.25
73778008,rage of the deep sea,Effect Monster,Fish,0,0,0,5,0.1,0.17,0.99,0.2,0.49
29432790,rage with eyes of blue,Spell Card,Quick-Play,Blue-Eyes,0,0,0,0.65,0.26,1.24,21.98,0.99
23639291,raging cloudian,Trap Card,Normal,Cloudian,0,0,0,0.08,0.06,0.99,0.25,0.25
50957346,raging earth,Effect Monster,Reptile,0,2000,1500,7,0.05,0.15,0.99,0.2,0.25
56524813,raging eria,Effect Monster,Spellcaster,0,800,1500,4,0.23,0.35,4.09,1.56,0.25
90810762,raging flame sprite,Effect Monster,Pyro,0,100,200,3,0.08,0.13,1.09,1.58,0.25
95507060,raging mad plants,Spell Card,Quick-Play,0,0,0,0,0.1,0.18,0.99,0.2,0.25
8836329,raging storm dragon - beaufort ix,Ritual Effect Monster,Dragon,0,2800,2800,9,0.0,0.04,1.95,74.99,0.0
31173519,rai rider,Effect Monster,Thunder,0,1200,1400,3,0.15,0.09,0.99,0.2,0.25
37829468,rai-jin,Effect Monster,Thunder,0,0,1000,4,0.29,0.19,2.25,0.2,0.49
63223467,rai-mei,Effect Monster,Thunder,0,1400,1200,3,0.21,0.4,1.0,3.77,0.49
77558536,"raiden, hand of the lightsworn",Tuner Monster,Warrior,Lightsworn,1700,1000,4,0.17,0.27,2.55,0.78,0.49
28781003,raider's knight,XYZ Monster,Warrior,Phantom Knights,2000,0,4,0.27,0.42,0.99,0.59,0.49
87091930,raider's unbreakable mind,Trap Card,Continuous,Phantom Knights,0,0,0,0.05,0.06,0.99,49.99,0.25
52159691,raider's wing,Effect Monster,Winged Beast,Raidraptor,0,2000,4,0.26,0.22,0.99,0.25,0.49
96157835,raidraptor - arsenal falcon,XYZ Monster,Winged Beast,Raidraptor,2500,2000,7,0.34,1.82,3.5,2.33,1.49
10194329,raidraptor - avenge vulture,Effect Monster,Winged Beast,Raidraptor,1700,100,4,0.1,0.16,0.99,0.25,0.49
96592102,raidraptor - blade burner falcon,XYZ Monster,Winged Beast,Raidraptor,1000,1000,4,0.18,0.16,1.75,0.94,0.25
45533023,raidraptor - blaze falcon,XYZ Monster,Winged Beast,Raidraptor,1000,2000,5,0.43,0.94,1.0,1.91,1.49
73977033,raidraptor - booster strix,Effect Monster,Winged Beast,Raidraptor,100,1700,4,0.09,0.22,1.0,1.28,0.25
50692511,raidraptor - call,Spell Card,Normal,Raidraptor,0,0,0,5.01,4.21,5.89,9.99,3.99
52323874,raidraptor - fiend eagle,XYZ Monster,Winged Beast,Raidraptor,1000,0,3,0.16,0.25,1.39,1.0,0.49
43047672,raidraptor - final fortress falcon,XYZ Monster,Winged Beast,Raidraptor,3800,2800,12,0.27,0.42,2.47,0.99,0.49
73347079,raidraptor - force strix,XYZ Monster,Winged Beast,Raidraptor,100,2000,4,2.83,2.75,3.99,4.17,1.99
5929801,raidraptor - fuzzy lanius,Effect Monster,Winged Beast,Raidraptor,500,1500,4,0.12,0.21,0.99,1.0,0.25
51933043,raidraptor - heel eagle,Effect Monster,Winged Beast,Raidraptor,700,700,3,0.08,0.05,0.99,0.99,0.49
97219708,raidraptor - last strix,Effect Monster,Winged Beast,Raidraptor,100,100,1,0.35,0.55,0.99,1.17,0.49
96345188,raidraptor - mimicry lanius,Effect Monster,Winged Beast,Raidraptor,1100,1900,4,0.14,0.28,1.0,0.25,0.25
60508057,raidraptor - napalm dragonius,Effect Monster,Winged Beast,Raidraptor,1000,1000,4,0.14,0.16,0.99,1.04,0.25
51814159,raidraptor - necro vulture,Effect Monster,Winged Beast,Raidraptor,1000,1600,4,0.55,1.0,3.0,1.49,1.99
8559793,raidraptor - nest,Spell Card,Continuous,Raidraptor,0,0,0,0.05,0.24,1.0,0.25,0.25
46589034,raidraptor - pain lanius,Effect Monster,Winged Beast,Raidraptor,100,100,1,0.13,0.51,1.66,1.66,1.49
21648584,raidraptor - readiness,Trap Card,Normal,Raidraptor,0,0,0,0.09,0.17,0.99,0.25,0.25
30500113,raidraptor - return,Trap Card,Normal,Raidraptor,0,0,0,0.08,0.21,1.2,0.25,0.25
81927732,raidraptor - revolution falcon,XYZ Monster,Winged Beast,Raidraptor,2000,3000,6,0.17,0.24,0.99,0.99,0.39
79985120,raidraptor - revolution falcon - air raid,XYZ Monster,Winged Beast,Raidraptor,2000,3000,6,0.17,0.25,2.5,0.99,0.39
73887236,raidraptor - rise falcon,XYZ Monster,Winged Beast,Raidraptor,100,2000,4,0.11,0.29,1.99,0.49,0.25
6552938,raidraptor - rudder strix,Effect Monster,Winged Beast,Raidraptor,0,1600,4,0.2,0.18,1.19,0.96,0.25
23603403,raidraptor - satellite cannon falcon,XYZ Monster,Winged Beast,Raidraptor,3000,2000,8,0.27,0.33,3.25,0.99,0.99
60950180,raidraptor - sharp lanius,Effect Monster,Winged Beast,Raidraptor,1700,1000,4,0.06,0.12,0.99,0.25,0.49
31314549,raidraptor - singing lanius,Effect Monster,Winged Beast,Raidraptor,100,100,4,0.14,0.28,2.09,0.25,0.25
45184165,raidraptor - skull eagle,Effect Monster,Winged Beast,Raidraptor,1000,500,3,0.09,0.21,1.48,0.25,0.25
15092394,raidraptor - stranger falcon,XYZ Monster,Winged Beast,Raidraptor,2000,2000,5,0.28,0.35,1.57,0.95,0.25
87321742,raidraptor - strangle lanius,Effect Monster,Winged Beast,Raidraptor,1600,1100,4,3.51,2.1,2.24,9.02,2.99
83236601,raidraptor - tribute lanius,Effect Monster,Winged Beast,Raidraptor,1800,400,4,0.43,1.56,1.99,9.02,1.49
86221741,raidraptor - ultimate falcon,XYZ Monster,Winged Beast,Raidraptor,3500,2000,10,0.27,0.17,0.99,1.49,0.49
53251824,raidraptor - vanishing lanius,Effect Monster,Winged Beast,Raidraptor,1300,1600,4,0.16,0.44,0.99,0.77,0.39
8785161,raidraptor - wild vulture,Effect Monster,Winged Beast,Raidraptor,1600,2000,6,0.07,0.15,0.99,0.25,0.25
36429703,raidraptor - wise strix,Link Monster,Winged Beast,Raidraptor,1400,0,0,0.26,0.9,0.99,0.78,1.49
54423935,raidraptor replica,Trap Card,Normal,Raidraptor,0,0,0,0.56,2.31,2.49,2.99,2.99
13486638,raidraptor's phantom knights claw,Trap Card,Counter,Raidraptor,0,0,0,0.07,0.15,1.97,1.99,0.25
12580477,raigeki,Spell Card,Normal,0,0,0,0,3.88,3.44,5.84,3.9,4.99
11741041,raigeki bottle,Trap Card,Continuous,0,0,0,0,0.21,0.23,3.95,1.27,0.39
4178474,raigeki break,Trap Card,Normal,0,0,0,0,0.15,0.45,1.95,1.78,0.99
99991455,raijin the breakbolt star,Fusion Monster,Warrior,Star,3000,2200,10,0.0,0.0,1.5,0.0,0.0
56260110,raimei,Spell Card,Normal,0,0,0,0,14.68,22.99,27.99,1.0,35.99
95568112,rain bozu,Pendulum Effect Monster,Fairy,0,0,0,7,0.04,0.03,0.99,0.25,0.49
66719324,rain of mercy,Spell Card,Normal,0,0,0,0,0.2,0.21,0.99,1.11,0.25
45653036,rain storm,Trap Card,Normal,Cloudian,0,0,0,0.1,0.17,0.99,0.25,0.25
63945693,rainbow bridge,Spell Card,Normal,0,0,0,0,3.82,2.53,5.95,11.24,15.99
300302038,rainbow crystal collection,Skill Card,Jesse Anderso,0,0,0,0,0.0,0.15,0.99,0.25,0.79
79407975,rainbow dark dragon,Effect Monster,Dragon,0,4000,0,10,0.11,0.13,0.99,2.35,0.25
79856792,rainbow dragon,Effect Monster,Dragon,Crystal Beast,4000,0,10,0.05,0.22,4.95,3.76,0.79
10034401,rainbow dragon overdrive,Fusion Monster,Dragon,Crystal,4000,0,12,0.0,0.0,1.8,20.17,0.0
21347810,rainbow flower,Effect Monster,Plant,0,400,500,2,0.35,0.36,2.0,1.67,0.25
63806265,rainbow gravity,Trap Card,Normal,Crystal Beast,0,0,0,0.1,0.11,0.99,0.56,0.25
2830693,rainbow kuriboh,Effect Monster,Fiend,Kuriboh,100,100,1,0.22,1.25,3.95,3.59,1.99
34002992,rainbow life,Trap Card,Normal,0,0,0,0,0.13,0.2,0.99,2.75,0.99
29402771,rainbow marine mermaid,Normal Monster,Fish,0,1550,1700,5,0.0,0.0,9.99,0.25,0.0
86346643,rainbow neos,Fusion Monster,Warrior,Elemental HERO,4500,3000,10,0.37,0.31,0.99,0.54,0.99
37440988,rainbow overdragon,Fusion Monster,Dragon,Crystal Beast,4000,0,12,0.28,0.21,5.95,0.25,0.79
7617253,rainbow path,Trap Card,Normal,Crystal Beast,0,0,0,0.15,0.15,0.99,1.77,0.39
40854824,rainbow refraction,Spell Card,Quick-Play,Crystal Beast,0,0,0,0.08,0.09,0.99,0.45,0.25
12735388,rainbow veil,Spell Card,Equip,0,0,0,0,0.14,0.15,0.99,0.25,0.25
51267887,raise body heat,Spell Card,Equip,0,0,0,0,0.07,0.16,4.2,1.58,0.39
69327790,raiza the mega monarch,Effect Monster,Winged Beast,Monarch,2800,1000,8,0.25,0.35,1.57,4.99,1.99
73125233,raiza the storm monarch,Effect Monster,Winged Beast,Monarch,2400,1000,6,0.25,0.44,109.99,0.99,0.49
41382147,rallis the star bird,Effect Monster,Winged Beast,0,800,800,3,0.15,0.16,0.99,0.25,0.25
9190563,ram clouder,Effect Monster,Cyberse,0,1800,1000,4,0.03,0.11,0.99,0.29,0.49
3784434,rampaging rhynos,Effect Monster,Beast-Warrior,0,1500,1500,3,0.23,0.18,4.46,0.25,0.0
82197831,rampaging smashtank rhynosaber,Synchro Monster,Machine,0,2400,2100,7,0.04,0.07,0.99,0.25,0.49
71345905,rank-down-magic numeron fall,Spell Card,Normal,Utopia,0,0,0,0.13,0.23,0.99,0.98,0.25
57734012,rank-up-magic - the seventh one,Spell Card,Normal,0,0,0,0,0.06,0.04,1.95,1.95,0.25
96142517,rank-up-magic admiration of the thousands,Spell Card,Normal,CXyz,0,0,0,0.15,0.13,0.99,0.99,0.39
94220427,rank-up-magic argent chaos force,Spell Card,Normal,Chaos,0,0,0,0.19,0.11,0.99,0.49,0.39
45950291,rank-up-magic astral force,Spell Card,Normal,0,0,0,0,0.15,0.22,1.75,1.0,0.25
47660516,rank-up-magic barian's force,Spell Card,Normal,CXyz,0,0,0,0.24,0.3,5.85,0.98,0.79
47882565,rank-up-magic cipher ascension,Spell Card,Quick-Play,Cipher,0,0,0,0.06,0.15,0.99,0.96,0.25
86196216,rank-up-magic doom double force,Spell Card,Quick-Play,Raidraptor,0,0,0,0.81,1.17,2.95,1.8,1.99
92365601,rank-up-magic limited barian's force,Spell Card,Normal,0,0,0,0,0.13,0.45,2.25,1.04,0.39
48333324,rank-up-magic numeron force,Spell Card,Normal,0,0,0,0,1.54,1.95,3.93,3.3,2.99
33252803,rank-up-magic quick chaos,Spell Card,Quick-Play,Chaos,0,0,0,0.09,0.05,0.99,0.25,0.49
41201386,rank-up-magic raid force,Spell Card,Normal,Raidraptor,0,0,0,0.27,0.94,1.49,1.49,0.99
43383478,rank-up-magic raptor's force,Spell Card,Quick-Play,Raidraptor,0,0,0,0.1,0.2,1.0,1.37,0.25
43476205,rank-up-magic revolution force,Spell Card,Quick-Play,Raidraptor,0,0,0,0.56,0.56,1.66,1.55,0.79
58988903,rank-up-magic skip force,Spell Card,Normal,Raidraptor,0,0,0,0.32,0.98,2.25,1.65,1.99
23581825,rank-up-magic soul shave force,Spell Card,Normal,Raidraptor,0,0,0,7.41,2.89,4.49,4.09,3.99
36224040,rank-up-magic zexal force,Spell Card,Normal,ZEXAL,0,0,0,0.25,0.42,0.99,1.0,0.39
44680819,ranryu,Effect Monster,Dragon,0,1500,200,4,0.06,0.08,0.99,0.25,0.25
60222213,"raphion, the timelord",Effect Monster,Fairy,Timelord,0,0,10,0.83,1.29,2.75,2.53,1.99
67526112,rapid trigger,Spell Card,Quick-Play,0,0,0,0,0.17,0.88,0.99,1.03,0.49
255998,rapid warrior,Effect Monster,Warrior,0,1200,200,4,0.22,0.23,1.45,0.73,0.25
6337436,rapid-fire magician,Effect Monster,Spellcaster,0,1600,1200,4,0.21,0.46,3.0,33.74,0.49
94681654,raptor wing strike,Spell Card,Normal,Blackwing,0,0,0,0.13,0.18,0.99,0.98,0.25
66994718,raptor's gust,Trap Card,Counter,Raidraptor,0,0,0,0.12,0.36,1.56,1.19,0.25
87609391,raptor's ultimate mace,Spell Card,Equip,Raidraptor,0,0,0,0.04,0.14,1.09,0.25,0.49
80516007,rare fish,Fusion Monster,Fish,0,1500,1200,4,0.11,0.22,2.99,0.5,1.99
25236056,rare metal dragon,Effect Monster,Dragon,0,2400,1200,4,0.13,0.4,2.75,1.53,0.25
12503902,rare metalmorph,Trap Card,Continuous,0,0,0,0,0.07,0.1,0.99,0.73,0.25
60876124,rare value,Spell Card,Normal,Crystal Beast,0,0,0,0.09,0.16,39.99,1.19,0.39
7625614,raregold armor,Spell Card,Equip,0,0,0,0,0.18,0.51,2.0,2.01,0.49
18716735,raremetalfoes bismugear,Pendulum Effect Monster,Psychic,Metalfoes,0,0,1,0.04,0.14,0.99,0.69,0.25
43378076,rasetsu,Spirit Monster,Fairy,0,1500,1900,4,0.05,0.18,0.99,0.2,0.49
88000953,rasterliger,Link Monster,Cyberse,0,2000,0,0,0.31,0.29,0.99,0.25,0.39
87188910,ravenous crocodragon archethys,Synchro Monster,Fish,0,1000,1000,9,0.17,0.22,5.62,3.65,0.39
13386407,ravenous vendread,Spell Card,Ritual,Vendread,0,0,0,0.09,0.09,3.39,0.25,0.25
69890967,"raviel, lord of phantasms",Effect Monster,Fiend,Sacred Beast,4000,4000,10,0.54,0.55,0.99,1.63,0.79
28651380,"raviel, lord of phantasms - shimmering scraper",Effect Monster,Fiend,Sacred Beast,4000,4000,10,0.28,0.27,0.99,1.9,0.49
85309439,ray & temperature,Normal Monster,Fairy,0,1000,1000,3,0.04,0.17,5.0,0.95,0.25
82529174,ray of hope,Trap Card,Normal,0,0,0,0,0.09,0.16,1.95,0.25,0.25
18372968,razor lizard,Effect Monster,Reptile,0,1500,300,3,0.08,0.18,0.99,0.99,0.49
58695102,re-cover,Tuner Monster,Psychic,0,700,300,1,0.11,0.12,0.99,0.83,0.25
85704698,re-dyce-cle,Trap Card,Normal,Roid,0,0,0,0.07,0.09,0.99,0.25,0.25
74694807,re-fusion,Spell Card,Equip,0,0,0,0,0.12,0.14,0.99,1.0,0.25
20426907,re-qliate,Trap Card,Continuous,Qli,0,0,0,0.09,0.22,0.99,0.2,0.25
18000338,re: ex,Effect Monster,Dinosaur,0,1900,1200,4,0.04,0.11,2.95,0.65,0.49
91020571,"reactan, dragon ruler of pebbles",Effect Monster,Dragon,0,1800,1200,4,0.18,0.53,12.0,0.49,0.25
79387392,reactor slime,Effect Monster,Aqua,Egyptian God,500,500,4,0.11,0.1,1.31,0.25,0.39
31785398,ready for intercepting,Trap Card,Normal,0,0,0,0,0.04,0.08,2.0,0.25,0.25
63854005,ready fusion,Spell Card,Normal,0,0,0,0,13.61,14.23,4.99,1.0,15.99
31006879,ready! set! duel!,Spell Card,Continuous,0,0,0,0,0.88,0.0,7.99,2.0,0.0
28121403,really eternal rest,Trap Card,Normal,0,0,0,0,0.08,0.14,0.99,0.98,0.25
79698395,realm of danger!,Spell Card,Field,Danger!,0,0,0,0.15,0.21,0.99,0.75,0.25
36099620,realm of light,Spell Card,Field,Lightsworn,0,0,0,0.04,0.15,1.49,35.99,0.49
60312997,reanimation wave,Trap Card,Normal,0,0,0,0,0.13,0.2,0.99,0.2,0.25
9560338,reaper of prophecy,Effect Monster,Spellcaster,Spellbook,2000,1600,6,1.69,1.13,3.0,2.46,1.99
33066139,reaper of the cards,Flip Effect Monster,Fiend,0,1380,1930,5,0.29,0.8,1.39,11.92,0.39
85684223,reaper on the nightmare,Fusion Monster,Zombie,0,800,600,5,4.86,6.8,8.99,15.98,9.99
81954378,reaper scythe - dreadscythe,Spell Card,Equip,Guardian,0,0,0,0.11,0.11,0.99,1.08,0.25
58577036,reasoning,Spell Card,Normal,0,0,0,0,0.32,0.77,2.95,2.01,0.99
87567063,rebellion,Spell Card,Quick-Play,0,0,0,0,0.98,0.5,0.99,12.46,0.39
45064756,rebirth judgment,Trap Card,Continuous,0,0,0,0,0.26,0.27,1.25,0.39,0.49
23459650,rebirth of nephthys,Spell Card,Ritual,Nephthys,0,0,0,0.22,0.22,0.99,0.25,0.39
42444868,rebirth of parshath,Trap Card,Counter,Parshath,0,0,0,0.3,0.31,0.99,0.63,0.49
83888009,rebirth of the seventh emperors,Trap Card,Normal,Seven Emperors,0,0,0,0.0,0.0,0.0,1.95,0.0
85775486,reboot,Spell Card,Normal,Meklord,0,0,0,0.05,0.05,1.95,0.79,0.49
10028593,reborn tengu,Effect Monster,Beast-Warrior,0,1700,600,4,0.18,0.31,2.99,1.12,0.49
23421244,reborn zombie,Effect Monster,Zombie,0,1000,1600,4,0.2,0.18,1.53,0.75,0.25
983995,rebound,Trap Card,Counter,0,0,0,0,0.34,0.4,2.95,1.24,0.39
34090915,rebranded,Spell Card,Continuous,Branded,0,0,0,2.0,0.0,1.0,0.0,0.0
4550066,rebuildeer,Effect Monster,Cyberse,0,1800,800,4,0.04,0.05,0.99,0.45,0.49
96404912,recall,Trap Card,Counter,0,0,0,0,0.11,0.15,2.75,0.99,0.25
73271204,recardination,Spell Card,Normal,Flower Cardian,0,0,0,0.18,0.74,1.45,0.79,0.49
37576645,reckless greed,Trap Card,Normal,Greed,0,0,0,0.09,0.24,2.24,1.14,0.39
11596936,reckoned power,Trap Card,Normal,Koa'ki Meiru,0,0,0,0.06,0.13,0.99,0.2,0.25
70238111,recoded alive,Trap Card,Normal,Code Talker,0,0,0,0.15,0.2,0.99,0.99,0.39
31467949,"recon, scout fur hire",Effect Monster,Beast,Fur Hire,1000,500,2,0.13,0.25,2.95,0.49,0.49
76232522,recovery sorcerer,Link Monster,Cyberse,0,1500,0,0,0.03,0.11,0.99,0.25,0.49
81191584,recurring nightmare,Spell Card,Normal,0,0,0,0,0.13,0.26,160.0,2.01,0.25
96316857,recycle,Spell Card,Continuous,0,0,0,0,0.09,0.23,0.99,0.69,0.25
99995595,recycling batteries,Spell Card,Normal,0,0,0,0,0.2,0.32,1.34,1.0,0.39
65570596,red archery girl,Normal Monster,Aqua,0,1400,1500,4,0.04,0.23,0.99,1.05,0.25
71521025,red blossoms from underroot,Effect Monster,Fiend,0,0,0,1,0.27,0.66,4.46,0.96,0.79
41197012,red carpet,Trap Card,Normal,Resonator,0,0,0,0.18,0.25,1.59,1.43,0.25
95515789,"red cartesia, the virtuous",Tuner Monster,Spellcaster,0,1500,1500,4,7.0,0.0,4.5,39.99,0.0
2542230,red cocoon,Trap Card,Normal,Archfiend,0,0,0,0.35,0.26,1.0,0.25,0.25
70902743,red dragon archfiend,Synchro Monster,Dragon,Archfiend,3000,2000,8,0.26,1.65,0.99,2.95,1.99
77336644,red dragon archfiend/assault mode,Effect Monster,Dragon,Assault Mode,3500,2500,10,3.73,15.88,39.95,70.99,0.0
58165765,red dragon ninja,Effect Monster,Winged Beast,Ninja,2400,1200,6,0.09,0.16,0.99,0.45,0.25
87614611,red dragon vase,Spell Card,Normal,Greed,0,0,0,0.11,0.29,1.57,0.25,0.49
61019812,red duston,Effect Monster,Fiend,Duston,0,1000,1,0.47,0.24,4.95,1.26,0.25
8372133,red familiar,Effect Monster,Fiend,0,1600,0,4,0.09,0.04,0.99,59.99,0.25
86445415,red gadget,Effect Monster,Machine,Gadget,1300,1500,4,0.03,0.1,4.97,0.45,0.25
72318602,red gardna,Effect Monster,Fiend,Archfiend,0,2000,4,0.1,0.1,1.09,1.0,0.25
19636995,red hared hasty horse,Effect Monster,Beast,0,2000,1800,5,0.1,0.4,0.99,0.79,0.25
38199696,red medicine,Spell Card,Normal,0,0,0,0,0.09,0.17,1.09,1.09,0.25
8706701,red mirror,Effect Monster,Fiend,0,0,0,1,0.05,0.13,0.99,0.99,0.25
21142671,red nova,Tuner Monster,Fairy,0,0,0,1,0.14,0.22,4.25,1.7,0.49
97489701,red nova dragon,Synchro Monster,Dragon,Archfiend,3500,3000,12,2.74,1.36,4.25,6.9,1.99
68722455,red ogre,Effect Monster,Zombie,0,2800,2100,7,0.09,0.27,1.65,1.1,0.25
16001119,red potan,Effect Monster,Fairy,Potan,100,200,1,0.06,0.07,1.0,0.45,0.49
23002292,red reboot,Trap Card,Counter,0,0,0,0,0.14,0.22,5.95,1.03,0.49
5376159,red reign,Trap Card,Normal,0,0,0,0,0.13,0.11,0.99,59.99,0.49
40975574,red resonator,Tuner Monster,Fiend,Resonator,600,200,2,0.32,1.76,3.3,2.97,1.99
66141736,red rising dragon,Synchro Monster,Dragon,Resonator,2100,1600,6,0.42,1.3,2.99,2.69,1.99
26118970,red rose dragon,Tuner Monster,Dragon,Rose Dragon,1000,1800,3,0.62,1.84,2.92,0.25,1.99
18634367,red screen,Trap Card,Continuous,Archfiend,0,0,0,0.21,0.73,1.63,1.77,0.99
